pmcid,sentence,ner
PMC6833180,In vitro proliferation studies showed a 100-fold increase in potency of macrophage activation by exoSTING™ treatment compared to free CDN.,"[(72, 82, 'macrophage', 'CL')]"
PMC6833180,"ExoSTING™ is an engineered exosome therapeutic candidate that specifically targets the STING pathway in APCs in the tumor microenvironment, resulting in enhanced PD effects, avoidance of T cell uptake and enhanced anti-tumor immune responses compared to free CDN.","[(187, 193, 'T cell', 'CL')]"
PMC6833180,Recent studies have highlighted the role of CDN dose in governing the involvement of CD8+ T cells in anti-tumor immune response [2].,"[(90, 96, 'T cell', 'CL')]"
PMC6833180,"After surgical resection, triple combination-treated mice displayed higher levels of AH1-specific CD8+ T cells in the blood compared to CDN or CDN + anti-PD-1 treated mice.","[(103, 109, 'T cell', 'CL')]"
PMC6833180,"Upon rechallenge, AH1-specific T cells remain elevated in the combination group; however, complete rejection was not observed.","[(31, 37, 'T cell', 'CL')]"
PMC6833180,Magnitude of therapeutic STING activation determines CD8+ T cell-Mediated anti-tumor immunity.,"[(58, 64, 'T cell', 'CL')]"
PMC6833180,CBL-B inhibitors enhanced in vitro T cell activation measured by cytokine secretion at low nanomolar concentrations in primary human and mouse T cells stimulated with anti-CD3/anti-CD28 or anti-CD3 alone.,"[(35, 41, 'T cell', 'CL')]"
PMC6833180,"CBL-B inhibitors also amplified T cell responses in models of anergy and exhaustion, with greater effects observed when combined with a checkpoint inhibitor.","[(32, 38, 'T cell', 'CL')]"
PMC6833180,"Oral dosing of an optimized CBL-B inhibitor enhanced anti-CD3 stimulated T cell activation in mouse CD4+ and CD8+ T cells, demonstrating a dose proportional pharmacodynamic effect.","[(73, 79, 'T cell', 'CL')]"
PMC6833180,Essential role of E3 ubitquitin ligase activity in Cbl-b-regulated T cell functions.J Immunol.,"[(67, 73, 'T cell', 'CL')]"
PMC6833180,"Instead, we designed a T cell mediated delivery system of TLR7 agonists that target TME and the lymphatic system to maximize efficacy while avoiding systemic toxicities.","[(23, 29, 'T cell', 'CL')]"
PMC6833180,Torque’s Deep-Primed™ T cell technology enhances T cell function through tethering of immune modulators to the cell before adoptive cell transfer (ACT) and uses Torque’s multi-targeted T cells (MTC) platform that targets multiple tumor antigens.,"[(22, 28, 'T cell', 'CL')]"
PMC6833180,"Here, we show that Deep TLR Primed T cells delivering TLR7 agonists induce potent immune cell activation in the TME and elicit exquisite anti-tumor efficacy without overt toxicity.","[(35, 41, 'T cell', 'CL')]"
PMC6833180,"TLR7 agonists and several liposomal formulations were screened for optimal T cell tethering and release, measured by HPLC.","[(75, 81, 'T cell', 'CL')]"
PMC6833180,Formulations with desired characteristics were tethered to murine PMEL CD8 T cells specific for the B16-F10 melanoma antigen gp100 to generate Deep TLR Primed T cells.,"[(75, 81, 'T cell', 'CL'), (100, 107, 'B16-F10', 'CLine')]"
PMC6833180,"Following ACT into immunocompetent syngeneic tumor-bearing animals, the T cell product was evaluated for efficacy and immune cell activation.","[(72, 78, 'T cell', 'CL')]"
PMC6833180,ACT with Deep TLR Primed PMEL T cells inhibited tumor growth significantly more than ACT of PMEL T cells alone or combined with systemically delivered TLR agonists.,"[(30, 36, 'T cell', 'CL')]"
PMC6833180,"Despite their remarkable efficacy, ACT of Deep TLR Primed PMEL T cells caused no treatment-specific weight loss and elicited substantially lower levels of plasma IFNg and IL-12 than systemic TLR7 agonist delivery.","[(63, 69, 'T cell', 'CL')]"
PMC6833180,"Deep TLR Primed T cells display superior efficacy, PD, and safety compared to T cells alone or co-administered with systemic TLR agonists.","[(16, 22, 'T cell', 'CL')]"
PMC6833180,"Compared to intratumoral delivery, agonist delivery via Deep-Primed™ tumor antigen-specific autologous T cells can target a wider variety of tumors, including distant metastases.","[(103, 109, 'T cell', 'CL')]"
PMC6833180,"We previously found that T cells activated with cognate antigen upregulate the expression of PD-1, and the expression of PD-1 can be attenuated by the presence of specific Toll-like receptor (TLR) agonists [2,3].","[(25, 31, 'T cell', 'CL')]"
PMC6833180,This effect was mediated by IL-12 secretion from professional antigen presenting cells and resulted in CD8+ T cells with greater anti-tumor activity.,"[(108, 114, 'T cell', 'CL')]"
PMC6833180,"Treg, tumor-associated macrophage (TAM), MDSC) reside and they hamper antitumor immunity.","[(23, 33, 'macrophage', 'CL')]"
PMC6833180,immunosupportive M1 macrophages and immunosuppressive M2 macrophages).,"[(20, 30, 'macrophage', 'CL')]"
PMC6833180,"In the tumor microenvironment, the dominant phenotype of TAMs are M2-like TAM, and they hinder the effector function of cytotoxic T lymphocytes (CTL) and NK cells.","[(132, 142, 'lymphocyte', 'CL')]"
PMC6833180,"For in vitro studies, bone marrow-derived macrophages (BMDMs) were prepared as previously reported.","[(42, 52, 'macrophage', 'CL')]"
PMC6833180,"To conduct in vivo studies, CT26-bearing mice were prepared and the tumor-infiltrating leukocytes were separated using MACS for further flow cytometric analysis.","[(28, 32, 'CT26', 'CLine'), (87, 96, 'leukocyte', 'CL')]"
PMC6833180,"Upon treatment of TR-NPs, the expression levels of M2 markers (CD206, Arginase) decreased and the expression levels of M1 markers (iNOS, CD86, MHC II) increased, compared with untreated macrophages or free TLR agonist.","[(186, 196, 'macrophage', 'CL')]"
PMC6833180,"Consequently, TR-NP treatment showed an increased population of M1-like TAMs, CD8+ T cell in the tumor tissue, leading to effective combination therapy.","[(83, 89, 'T cell', 'CL')]"
PMC6833180,"The TR-NPs successfully altered M2-like macrophages to anti-tumoral ones, thereby inhibiting the cancer cell proliferation.","[(40, 50, 'macrophage', 'CL')]"
PMC6833180,"Assessment of tumor infiltrating lymphocytes (TIL) showed pTLR7-tAb vaccination stimulated tumor antigen TRP2-specific T cell responses in the B16F10 melanoma model and converted these immunologically ‘cold’ tumors into T cell inflamed tumors, with increased numbers of CD4+ and CD8+ T cells.","[(119, 125, 'T cell', 'CL'), (33, 43, 'lymphocyte', 'CL')]"
PMC6833180,This is secondary to cancer stem cells providing resilience to treatment and propensity to recur after remission [1].,"[(28, 37, 'stem cell', 'CL')]"
PMC6833180,α-OX40 refers to a stimulatory monoclonal antibody with a dual mechanism of action on T cells designed to potentiate long-term immunity.,"[(86, 92, 'T cell', 'CL')]"
PMC6833180,Activating the OX40 protein triggers a sustained immune response in effector T cells while also potentiating the demise of regulatory T cells.,"[(123, 140, 'regulatory T cell', 'CL')]"
PMC6833180,Neoantigen identification using an autologous cell assay allows differentiation of desired as well as potentially unwanted antigen-specific T cell responses that are biologically-relevant to the patient.,"[(140, 146, 'T cell', 'CL')]"
PMC6833180,"ATLAS screening of the B16F10 melanoma mutanome was performed, consisting of whole exome sequencing, non-synonymous mutation library construction, and screening of splenic CD8+ T cells from tumor-bearing C57BL/6 mice.","[(177, 183, 'T cell', 'CL')]"
PMC6833180,"Stimulatory antigen vaccination induced significant antigen-specific inflammatory T cell responses, whereas T cell responses to inhibitory antigens were variable.","[(82, 88, 'T cell', 'CL')]"
PMC6833180,"In a recent interim analysis, 91% of vaccine neoantigens selected as stimulatory by ATLAS, elicited T cell responses in patients participating in the GEN-009 Phase 1/2 clinical trial of a personalized cancer vaccine (NCT03633110).","[(100, 106, 'T cell', 'CL')]"
PMC6833180,"Androgen deprivation can also modulate the immune system and cause effects such as T cell infiltration into the prostate, affect antigen processing and/or presentation and possibly affect T cell homeostasis.","[(83, 89, 'T cell', 'CL')]"
PMC6833180,"Assessment of immunogenicity in naïve subject T cells revealed strongly reactive T cells that were able to kill peptide-pulsed APCs, indicating a lack of central-tolerance deletion of T cells specific for these ERV-derived peptides.","[(46, 52, 'T cell', 'CL')]"
PMC6833180,CD40L protein expression by CD4 T cells was confirmed by mIF (Figure 2).,"[(32, 38, 'T cell', 'CL')]"
PMC6833180,"These findings suggest that SSV with peptides in IFA enhances CD40L expression by CD4 T cells, supports a Th1 microenvironment, with accumulation of activated and mature DC.","[(86, 92, 'T cell', 'CL')]"
PMC6833180,"Hailemichael, Y., et al., Persistent antigen at vaccination sites induces tumor-specific CD8(+) T cell sequestration, dysfunction and deletion.","[(96, 102, 'T cell', 'CL')]"
PMC6833180,A central challenge to the development of successful therapeutic cancer vaccines is the identification of neoantigen sequences that elicit effector T cell responses able to control tumor growth while avoiding the induction of inhibitory immune pathways.,"[(148, 154, 'T cell', 'CL')]"
PMC6833180,"The CT26 mutanome was evaluated with Ancer™, an innovative and automated neoantigen prediction platform that combines proprietary machine learning-based MHC class I and MHC class II neo-epitope identification tools with removal of inhibitory regulatory T cell (Treg) epitopes for optimal personalized cancer vaccine design.","[(242, 259, 'regulatory T cell', 'CL')]"
PMC6833180,Neoantigens are not expressed in healthy tissues and therefore are exempt from central tolerance and can potentially be recognized by T cells to facilitate tumor rejection.,"[(134, 140, 'T cell', 'CL')]"
PMC6833180,Vaccination with MVA∆E5R-OVA either through skin scarification or via intradermal injection generates stronger OVA-specific CD8+ T cell responses compared with MVA-OVA.,"[(129, 135, 'T cell', 'CL')]"
PMC6833180,"In addition, EDP1503 amplifies both myeloid and lymphocyte responses via production of DC-derived growth factors, M1 polarization of macrophages, and production of the lymphocyte-recruiting chemokines, CXCL9 and CXCL10.","[(133, 143, 'macrophage', 'CL'), (48, 58, 'lymphocyte', 'CL')]"
PMC6833180,"Prompted by these observations, we evaluated the molecular pathways regulating the patterns of BCG-induced inflammation in BlCa tumor microenvironments (TME), and the feasibility of their modulation to selectively enhance local attraction and function of the desirable cytotoxic CD8+ T cells (CTLs) and counteract local MDSCs and Treg accumulation.","[(284, 290, 'T cell', 'CL')]"
PMC6833180,"Human monocyte-derived macrophages and freshly resected human bladder cancer specimens were cultured ex vivo in the absence or presence of BCG, indomethacin (COX-1/2 blocker), celecoxib (selective COX-2 blocker) or selective EP4 blocker (ARY-007).","[(23, 33, 'macrophage', 'CL'), (158, 161, 'COX', 'CLine')]"
PMC6833180,"We observed that the BCG-driven-induction of MDSC- and Treg-attracting chemokines in human macrophages and whole BlCa explants was correlated with its induction of COX-2, the key enzyme controlling the PGE2 biosynthesis.","[(91, 101, 'macrophage', 'CL'), (164, 167, 'COX', 'CLine')]"
PMC6833180,"We established a cohort of melanoma and lung cancer cell lines HLA- and antigen-matched to tumor-specific T cells using the MART-1 TCR system [8, 9].","[(106, 112, 'T cell', 'CL')]"
PMC6833180,These cell lines were treated with EnaV and matched cytotoxic T cells in vitro to evaluate their sensitivity.,"[(62, 68, 'T cell', 'CL')]"
PMC6833180,"Finally, we assessed any cooperative anti-tumor activity of EnaV, T cells, and anti-PD1 in human xenografts of melanoma and lung cancer.","[(66, 72, 'T cell', 'CL')]"
PMC6833180,Combining EnaV with tumor-specific T cells and anti-PD1 proved superior to either treatment alone in melanoma and lung cancer models.,"[(35, 41, 'T cell', 'CL')]"
PMC6833180,"Importantly, even in models fully refractory to either T cells and/or anti-PD1, EnaV treatment restores sensitivity to promote tumor elimination.","[(55, 61, 'T cell', 'CL')]"
PMC6833180,"Immunotherapies serve to activate immune responses, and as such, side-effects include the symptoms of systemic lymphocyte activation and auto-immune disease induction, which typically results from drug action in healthy organs.","[(111, 121, 'lymphocyte', 'CL')]"
PMC6833180,PlGF-2123-144-CPI increased intratumoral effector CD8+ T cell number compares to CPI.,"[(55, 61, 'T cell', 'CL')]"
PMC6833180,"CBD-conjugation to CPI decreased systemic toxicity, such as T cell infiltration into the liver (E).","[(60, 66, 'T cell', 'CL')]"
PMC6833180,CBD-CPI increased tumor-infiltrating CD8+T cells; increases in the ratio of effector CD8+ T cells to T regulatory cells were observed.,"[(41, 47, 'T cell', 'CL')]"
PMC6833180,"Moreover, the intra-tumoral balance between Tregs and effector T cells (Teffs) appears to influence the outcome of immunotherapies [2], and poor prognosis in solid tumors is often associated with high tumor infiltration by Tregs and a low ratio of Teffs/Tregs [3].","[(63, 69, 'T cell', 'CL')]"
PMC6833180,"Sur301 anti-tumor activity, either alone or combined with an anti-PD-1 antibody, was significantly reduced in the absence of CD8+ T cells, and when tumor-free survivors were re-challenged, they did not develop new tumors indicating that sur301 was able to induce tumor-specifi¬c protective immunity [4].","[(130, 136, 'T cell', 'CL')]"
