pmid_or_ft_id,ann_type,partial_match_count,total_ml_count,total_dict_count,ml_not_in_dict_count,dict_not_in_ml_count,ml_not_in_dict,dict_not_in_ml,partial_matches
11297103,organism,3,5,3,2,0,women; men,,mice; human; mouse
11295566,chemical,4,8,4,6,2,valine; acetate; progestin; glutamine; medroxyprogesterone; estrogen,medroxyprogesterone acetate; bala,hydroxyurea; medroxyprogesterone; acetate; progesterone
11295566,gene_protein,2,6,2,5,1,factor (f)v leiden; hemoglobin c; scd; beta thalassemia; fv leiden,hemoglobin,hemoglobin c; î²-globin
11295566,go_term,1,1,1,0,0,,,coagulation
11295566,disease,16,18,17,5,4,thrombosis; portal vein thromboses; pe; dvt; avascular necrosis,other thrombophilias; beta thalassemia; atrial thrombus; thromboses,sickle cell disease; pulmonary hypertension; endothelial dysfunction; antithrombin deficiency; thrombosis; pulmonary embolism; pe; portal vein thromboses; acute chest syndrome; thrombophilias; hemolytic anemia; venous thrombosis; vaso-occlusive crisis; venous thromboembolism; deep vein thrombosis; sickle cell trait
11295566,exp_methods,0,0,1,0,1,,contraception,
11295566,organism,0,2,0,2,0,women; men,,
11302463,gene_protein,0,1,0,1,0,cco,,
11302463,chemical,2,3,3,1,1,amino acid,atoms,carbon; nitrogen
11302463,go_term,5,6,8,1,3,binding,memory; translation; learning,spindle; gene expressions; anaphase; biofilm formation; vision
11389103,gene_protein,4,7,4,3,0,igg; antibodies; immunoglobulin,,il-10; interleukin 4; il-4; lysine decarboxylase
11389103,chemical,29,31,30,4,3,florfenicol; sugar; sulfamethoxazole; trimethoprim,sulfamethoxazole-trimethoprim;  das; sulfamethoxazole- trimethoprim,acetate; carbon; xylose; copper; trimethoprim; streptomycin; oligonucleotide; tetracycline; amoxicillin; iron; trehalose; citrate; sulbactam; colistin; sucrose; sulfate; norfloxacin; water; oxytetracycline; ampicillin; doxycycline; neomycin; arabinose; selenite; sulfamethoxazole; rhamnose; hematoxylin; gelatin; indole
11389103,go_term,2,2,4,0,2,,yolk; disc,pore; fermentation
11389103,disease,6,8,5,4,1,salmonella infections; salmonella infection; foodborne illnesses; foodborne,gastroenteritis,salmonella infection; infections; salmonellosis; enteritis; infection; salmonella infections
11389103,exp_methods,6,6,6,1,1,assays,enzyme-linked immunosorbent assay,assay; assays; elisa; pcr; electron microscopy; transmission electron microscopy
11389103,organism,35,40,25,21,6,chick; autographiviridae; salmonella enterica subsp; salmonella enterica subsp.; animal; drexlerviridae; . kentucky; enteritidis; viruses; serovar enteritidis; s; .; bacteria; s.; phage; bacterium; bird; s. typhimrium; straboviridae; microbiota; phages,salmonella enterica subsp. enterica serovar kentucky; salmonella enterica subsp. enterica; s. papuana; salmonella enterica subsp. enterica serovar enteritidis; s. virchow; salmonella kentucky,salmonella; chick; bacteriophages; salmonella enterica subsp.; salmonella enterica subsp; animal; animals; s. kentucky; . kentucky; myoviridae; enteritidis; bacteriophage; serovar enteritidis; s; siphoviridae; .; human; podoviridae; bacteria; mice; caudovirales; s.; chickens; phage; chicken; humans; bird; yeast; s. typhimrium; s. typhimurium; straboviridae; phages; birds; s. infantis; s. enteritidis
10372753,disease,2,5,2,4,1,mental disorders; covid-19; mh; covid-19 infection,other mental disorders,posttraumatic stress disorder; mental disorders
10372753,go_term,1,3,3,2,2,transportation; organization,uptake; behaviors,death
10338424,chemical,34,53,39,29,15,l-lysine; acrylate; l-tryptophan; l-isoleucine; acyl; molybdenum; l -asparagine; l -isoleucine; aminoglycoside; fatty; threonine; l; starch; trihydroxycyclohexane; methylmalonyl; rhamnogalacturonan; phosphopantothenate; l -aspartate; guanosine; carbohydrate; cellobiose; amino acid; a; amino acids; histidine; putrescine; l -valine; pentose; -rhamnose,l-asparagine; 1042; polyols; betaine; diaminopimelate; guanosine deoxyribonucleotides; delta; glucuronate; l-aspartate; aromatic amino acid; butanediol; diacetyl; sulfite; dicarboxylate; 2-thiouridine,pyrimidine; gondoate; inositol; lactate; monosaccharides; butyrate; l -asparagine; ribonucleotides; fatty; oligosaccharides; phosphatidylcholine; adenine; pantothenate; aromatic amino acids; l-valine; adenosine; short-chain fatty acids; peptidoglycan; propionate; l; water; phosphopantothenate; l -aspartate; guanosine; deoxyribonucleotide; deoxyribonucleotides; amino acid; disaccharides; pyruvate; a; pectin; amino acids; l -valine; isobutanol
10338424,gene_protein,6,62,2,60,0,"acetoin dehydrogenase; sensor histidine kinase rese; -coa mutase; buta; aspdh; yags; intracellular multiplication protein icmp; -lysine biosynthesis; sucrose degradation; amidohydrolase; acub; polymerase; sucrose phosphorylase; sulfite; mini-ribonuclease iii; xanthine dehydrogenase yagr; small subunit ribosomal protein s15e; nitrilase; c4-dicarboxylate transporter, dctq; crispr-associated protein csx10; trba; csxa; iolb; iold; nadx; polysaccharide transporter; gba2; nitrous oxidase; xanthine dehydrogenase yags; rpsa; phosphoribosylglycinamide formyltransferase 1; fpr; -; opine dehydrogenase; sulfite reductase; rps15; meso-butanediol dehydrogenase; multiphosphoryl transfer protein; amhx; ygfz; betl; purn; sigma-54 dependent transcriptional regulator; rpoe; opud; dimethylargininase; frub; acetoin utilization protein acub; yagr; diacetyl reductase; glycine betaine transporter; yggs; budc; ddah; ribonuclease h-related protein; icmp; trna-modifying protein ygfz; prosc; methylmalonyl-coa mutase; fucokinase",,"(s,s)-butanediol dehydrogenase; acetoin dehydrogenase; buta; pst; -; meso-butanediol dehydrogenase"
10338424,go_term,11,12,26,2,16,binding; phosphorylation,diacylglycerol biosynthesis; rhamnose biosynthesis; carbohydrate fermentation; lysine biosynthesis; acrylate pathway; starch degradation; adenosine salvage; sucrose degradation; isoleucine biosynthesis; chorismate biosynthesis; molybdenum-binding; putrescine biosynthesis; l-isoleucine biosynthesis; histidine degradation; pentose phosphate pathway; transport,binding; biosynthesis; blood circulation; cell wall; cytosol; peptidoglycan biosynthesis; digestion; inflammatory response; degradation; metabolism; fermentation
10338424,disease,9,9,10,1,2,kidney failure diabetes,diabetes; kidney failure,depression; irritable bowel syndrome; inflammatory bowel disease; autism spectrum disorder; kidney failure diabetes; gastrointestinal diseases; cancer; ulcerative colitis; colorectal cancer
10338424,exp_methods,1,1,1,0,0,,,pcr
10338424,organism,50,66,43,29,6,clostridium; prevotella sp; microorganisms; animal; streptococcus parasanguinis; biformis; anaerostipes hadrus; uniformis; parabacteroides merdae; faecis; bacteroidetes vulgatus; fusicatenibacter saccharivorans; bacteria; acidaminococcus intestini; roseburia inulinivorans; bacterium; pork; citrus; plant; microbiota; prevotella; parabacteroides distasonis; bifidum; ruminococcus; utilizing bacterium; ruminis; variicola; collinsella; intestinalis,eubacterium sp.; prevotella sp.; prevotella disiens; clostridium sp.; bacteroides sp.; apples,prevotella copri; clostridium; parabacteroides; bifidobacterium pseudocatenulatum; prevotella sp; megamonas; eubacterium eligens; escherichia coli; actinobacteria; firmicutes; biformis; carrots; parabacteroides merdae; m. elsdenii; lactonifactor longoviformis; klebsiella pneumoniae; e. coli; lachnospira pectinoschiza; bifidobacterium; clostridium clostridioforme; bacteroidetes vulgatus; bacteroides; human; bifidobacterium bifidum; bacteria; acidaminococcus intestini; bacterium; humans; eubacterium; chicken; eubacterium rectale; megasphaera; bacteroidetes; k. pneumoniae; faecalibacterium prausnitzii; megasphaera elsdenii; prevotella; proteobacteria; prevotella stercorea; f. prausnitzii; wheat; bifidum; parabacteroides distasonis; ruminococcus; utilizing bacterium; streptococcus pasteurianus; fish; b. vulgatus; acidaminococcus; blautia coccoides
11308890,disease,3,3,3,0,0,,,dementia; lung cancer; cognitive impairments
11308890,organism,0,2,0,2,0,women; man,,
11308890,go_term,0,0,4,0,4,,behaviour; behaviours; translation; translations,
11303527,chemical,3,5,4,2,1,amino acid; wax,gamma,glycerin; nucleotides; water
11303527,go_term,1,3,2,2,1,embryogenesis; organization,crown,death
11303527,disease,0,1,0,1,0,cryptobiosis,,
11303527,exp_methods,4,4,4,2,2,confocal fluorescence microscopy; confocal fluorescence,fluorescence microscopy; imaging techniques,confocal fluorescence microscopy; light microscopy; confocal fluorescence; fluorescence
11303527,organism,43,60,27,34,1,ramazzottiidae; euarthropods; panarthropoda; macrobiotoids; onychodictyon ferox; hypsibioidea; murrayidae; eutardigrades; isohypsibioidea; animal; hypsibius exemplaris; parachelan; ecdysozoans; heterotardigrades; ramazzottiids; mesobiotus; lichens; translated; paradoryphoribius chronocaribbeus; ramazzottidae; invertebrates; limnoterrestrial; macrobiotoidea; echiniscoidean; panarthropods; eutardigrade; dactylus; beorniidae; beornidae; euarthropod; tardigrade; isohypsibiidae; parachelans; calcarobiotus,ramazzottius,ramazzottiidae; echiniscidae; mosses; macrobiotoids; milnesium; hypsibioidea; eutardigrades; isohypsibioidea; animal; oreellidae; apochela; animals; hypsibius exemplaris; hexapodibius; parachelan; heterotardigrades; ramazzottiids; paradoryphoribius chronocaribbeus; hypsibius dujardini; drosophila melanogaster; ramazzottidae; lecanoromycetes; doryphoribius; paramacrobiotus; hypsibiidae; liverworts; ferns; echiniscoidean; heterotardigrada; eutardigrade; parachela; d. melanogaster; eutardigrada; echiniscoidea; onychophorans; isohypsibius; tardigrada; tardigrade; isohypsibiidae; hypsibius; parachelans; milnesiidae; tardigrades
10081135,chemical,2,2,3,0,1,,serotonin,benzodiazepine; atomoxetine
10081135,gene_protein,2,3,2,1,0,serotonin,,cpt; cpt ii
10081135,go_term,3,3,6,1,4,behavioral,memory; learning; behaviors; behavior,cognition; aggression; behavioral
10081135,disease,29,35,29,11,5,brain injuries; cd; adhd; conduct; social anxiety; neuropsychiatric conditions; learning disorder; oppositional defiant; mania; separation anxiety disorder; behavior disorders,"psychotic; manic episode; communication impairments; mental disorders; anxiety, separation",oppositional defiant disorder; conduct disorder; psychotic disorders; anxiety disorder; autism spectrum disorder; developmental disorders; separation anxiety disorder; autism spectrum disorders; psychosis; attention deficit/hyperactivity disorder; mood disorders; conduct; substance use disorders; panic disorder; epilepsy; attention-deficit hyperactivity disorder; depression; fetal alcohol syndrome; psychiatric disorders; anxiety disorders; social anxiety; psychotic disorder; tourette syndrome; autism; oppositional defiant; obsessive compulsive disorder; mania; generalized anxiety disorder; anxiety
10081135,organism,1,1,1,0,0,,,cmv
10330344,gene_protein,2,7,2,5,0,iii pou; pou-h; pou-s; transcription factors; transcription factor,,mybpc3; pou3f3
10330344,chemical,5,9,9,4,4,nucleotide; amino acid; steroids; amino acids,complex protein; sandal; sulthiame; delta,valproate; cannabidiol; lamotrigine; clobazam; zonisamide
10330344,go_term,6,9,8,4,3,binding; -; neurogenesis; behavioral,behaviour; translation; aggressive behavior,sleep; neuronal migration; hearing; spindles; vision; behavioral
10330344,disease,41,59,44,29,14,epilepsy syndrome; sleep-wake transition disorders; dd; dee; id; epilepsy syndromes; loss; perthes disease; pes planus; obstructive sleep apneas; related disorder; seizures; choreo-athetosis; microcephaly; chronic constipation; adhd; cryptorchidism; developmental impairment; hypertrophic cardiomyopathy; snijders blok-fisher syndrome; -wake transition disorders; sleep disturbances; genetic generalized epilepsy; multifocal epilepsy; clinodactyly; hearing loss; brachydactyly; developmental encephalopathy; disorders of excessive,atonic seizures; dysarthria; epilepsy with myoclonic-astatic seizures; tonic-clonic seizures; familial hypertrophic cardiomyopathy; global developmental delay; generalized seizures; mental disorders; myoclonic seizures; apneas; epileptic; encephalopathy; clonic seizures; fisher syndrome,attention-deficit/hyperactivity disorder; generalized epilepsy; disorders of excessive somnolence; epilepsy syndrome; ataxia; chorea; capillary hemangiomas; epileptic encephalopathy; neurodevelopmental disorders; epilepsies; epilepsy syndromes; status epilepticus; cognitive impairment; cerebral atrophy; hirschsprung disease; speech disorders; intellectual impairment; obstructive sleep apneas; seizures; choreo-athetosis; lennox gastaut syndrome; hypertrophic cardiomyopathy; snijders blok-fisher syndrome; developmental disorder; language delay; intellectual disability; epilepsy; developmental delay; otitis; gastroesophageal reflux disease; neurodevelopmental disorder; genetic generalized epilepsy; multifocal epilepsy; autism; vesicoureteral reflux; developmental encephalopathy; epileptic disorders; movement disorders; klinefelter syndrome; disorders of excessive; myoclonic astatic epilepsy
10330344,exp_methods,1,1,1,0,0,,,exome sequencing
10330344,organism,1,1,1,0,0,,,human
11348484,exp_methods,1,1,3,0,2,,insertion; insertions,dissection
11348484,gene_protein,1,2,1,1,0,collagen,,elastin
11348484,chemical,0,0,2,0,2,,formalin; collagen,
11348484,organism,2,3,2,1,0,homo,,primate; human
11270646,chemical,44,54,53,13,12,silica; liproxstatin; erastin; glycine; necrostatin-1; myristoylation; 488; sodium; lysine; bicinchoninic acid; liproxstatin-1; fatty acid; ferrostatin-1,sodium cacodylate; formalin; alexafluor-488; ferric iron; bodipy; 2-carboxyethyl; teflon; fused silica; titan; alexafluor-594; ribose; electron,urea; silica; acetate; salt; myristic acid; oxygen; trolox; copper; sulfur; platinum; tween 20; cisplatin; lipid; 4-hydroxynonenal; 488; pemetrexed; sodium; acetone; peptides; prussian blue; iron; paraformaldehyde; triton; ethanol; phosphatidylserine; citrate; peptide; crystal violet; disulfiram; olaparib; deferoxamine; acetonitrile; water; calcium; glutaraldehyde; doxycycline; heme; methanol; myristate; staurosporine; propidium iodide; phenylindole; puromycin; phosphine
11270646,gene_protein,53,79,49,39,9,albumin; transferrin receptor 1; translocase of inner mitochondrial membrane 17 homologs; mitochondrial; coiled-coil-helixâcoiled-coil-helix domain containing 3; mitochondrial matrix protein; outer mitochondrial membrane proteins; h2a.x; ironâsulfur cluster proteins; mitochondrial membrane-associated proteins; mitochondrial matrix proteins; heme-containing proteins; protease; n-myristoyltransferases; fsp1; ig; mitochondrial membrane protein; oncoproteins; par; inner mitochondrial membrane translocase; respiratory complex i; mitochondrial membrane; n-myristoyltransferase-1; translocase; transmembrane protein; transferrin receptor; antibodies; mut; mitochondrial membrane proteins; mitochondrial transporter; translocase of the outer mitochondrial membrane 40; mitochondrial transporter translocase of inner mitochondrial membrane 17 homolog a; bsa; n-myristoyltransferase; apoptosis-inducing factor; n-myristoytransferase; ferroptosis suppressor protein 1; antibody; igg,membrane proteins; complex i; transferrin; serum albumin; sp3; membrane protein; aifm2; matrix protein; matrix proteins,albumin; transferrin receptor 1; nmt2; mitochondrial matrix protein; outer mitochondrial membrane proteins; tim17b; tim23; lkb1; macrophage migration inhibitory factor; caspase; hsp60; egfr; annexin-v; parp1; ndufaf4; mitochondrial matrix proteins; tim17a; aif; nmt1; tp53; lamin a; ig; mitochondrial membrane protein; peroxidase; tom40; î²-tubulin; par; respiratory complex i; stk11; tfr1; phosphatase; annexin v; trypsin; transmembrane protein; tim17; chchd3; transferrin receptor; mitochondrial membrane proteins; mut; kras; actin; sam50; î²-actin; gapdh; mif; nmt; parp; nadh dehydrogenase; tom20; nrf2; aif1; keap1; tim22
